439,15,2,439,486,47,x
229,10,6,440,487,47,x
442,7,0,442,583,141,x
72,3,4,445,492,47,x
258,10,7,446,634,188,x
242,7,1,447,776,329,x
262,8,5,448,495,47,x
450,2,1,450,544,94,x
386,12,1,451,545,94,x
333,7,3,452,499,47,x
321,9,0,453,500,47,x
454,0,2,454,595,141,x
335,1,3,455,502,47,x
435,10,3,456,503,47,x
451,2,0,457,551,94,x
317,12,0,458,505,47,x
459,5,5,459,553,94,x
252,14,6,460,836,376,x
461,8,1,461,508,47,x
177,0,4,462,509,47,x
291,4,5,463,557,94,x
402,6,5,464,652,188,x
462,15,7,465,700,235,x
169,14,1,466,607,141,x
316,8,2,467,608,141,x
173,2,5,468,750,282,x
303,9,7,469,516,47,x
469,5,1,470,564,94,x
470,3,6,471,800,329,x
183,8,3,472,707,235,x
280,12,3,473,520,47,x
320,2,4,474,568,94,x
294,9,3,478,760,282,x
481,13,7,481,810,329,x
338,6,7,482,529,47,x
385,11,5,483,530,47,x
396,1,6,484,719,235,x
231,10,6,487,675,188,x
376,11,6,488,535,47,x
302,6,4,489,630,141,x
85,3,4,492,539,47,x
214,15,3,493,540,47,x
227,6,1,494,541,47,x
287,8,5,495,542,47,x
449,13,0,496,778,282,x
361,7,3,499,546,47,x
474,9,0,500,688,188,x
452,6,3,501,689,188,x
480,7,5,505,552,47,x
384,12,0,506,741,235,x
222,6,2,507,554,47,x
372,10,4,508,602,94,x
349,4,1,509,556,47,x
493,8,1,510,698,188,x
234,0,4,511,605,94,x
281,5,4,512,700,188,x
245,7,4,513,654,141,x
389,1,5,514,561,47,x
515,4,3,515,562,47,x
308,9,7,516,610,94,x
188,3,3,519,566,47,x
395,12,3,520,802,282,x
141,1,4,521,756,235,x
523,15,0,523,570,47,x
247,3,1,524,806,282,x
525,9,5,525,666,141,x
524,12,7,526,808,282,x
527,14,2,527,809,282,x
357,13,5,528,810,282,x
391,6,7,529,623,94,x
230,4,4,530,624,94,x
445,11,5,531,672,141,x
64,5,6,532,908,376,x
533,2,7,533,627,94,x
536,15,4,536,724,188,x
392,11,6,537,678,141,x
284,2,2,538,773,235,x
155,12,2,539,680,141,x
113,3,4,540,775,235,x
530,10,5,541,635,94,x
296,6,1,542,918,376,x
443,15,3,543,637,94,x
290,8,5,544,920,376,x
121,13,6,545,733,188,x
146,5,7,546,781,235,x
276,3,0,547,735,188,x
471,2,1,548,689,141,x
398,12,1,549,831,282,x
528,15,1,550,785,235,x
298,9,2,551,786,235,x
410,7,3,552,693,141,x
550,0,5,553,600,47,x
465,5,5,554,601,47,x
540,2,0,555,696,141,x
341,1,2,556,697,141,x
263,6,2,557,698,141,x
406,12,4,558,605,47,x
460,14,4,559,747,188,x
358,4,5,560,795,235,x
485,7,5,561,749,188,x
467,15,5,562,750,188,x
425,8,4,563,845,282,x
248,3,3,566,707,141,x
472,2,4,568,662,94,x
569,13,4,569,616,47,x
422,4,7,570,664,94,x
570,11,7,571,618,47,x
239,5,0,572,619,47,x
458,13,2,574,715,141,x
309,4,2,577,624,47,x
98,7,2,582,629,47,x
583,14,7,583,677,94,x
586,15,0,586,633,47,x
532,7,0,587,728,141,x
219,4,6,589,824,235,x
476,0,2,595,689,94,x
499,3,5,596,737,141,x
282,11,1,597,785,188,x
600,10,3,600,835,235,x
556,5,5,601,648,47,x
602,1,1,602,696,94,x
553,0,4,605,699,94,x
446,10,4,606,700,94,x
487,12,4,607,701,94,x
378,14,1,608,3898,3290,x
375,8,2,609,703,94,x
603,1,3,610,657,47,x
350,9,7,611,752,141,x
612,0,5,612,659,47,x
266,14,0,615,897,282,x
616,7,7,616,851,235,x
336,0,6,617,758,141,x
618,10,2,618,994,376,x
522,5,0,619,948,329,x
621,11,7,621,715,94,x
623,4,3,623,717,94,x
433,9,6,625,719,94,x
599,2,7,627,721,94,x
483,4,2,628,675,47,x
148,7,2,629,3919,3290,x
370,5,3,630,677,47,x
328,6,4,631,1007,376,x
486,2,6,632,867,235,x
475,1,7,633,868,235,x
353,10,7,634,963,329,x
241,4,4,635,870,235,x
436,13,3,636,730,94,x
634,15,3,637,731,94,x
610,10,5,639,921,282,x
645,15,6,645,833,188,x
648,14,3,648,930,282,x
650,15,0,650,744,94,x
379,11,3,651,792,141,x
411,6,5,652,699,47,x
270,7,4,654,936,282,x
427,10,0,655,937,282,x
649,15,2,656,750,94,x
609,1,3,657,704,47,x
659,0,5,659,894,235,x
644,3,2,660,848,188,x
502,4,7,664,993,329,x
382,8,7,667,996,329,x
667,11,4,668,715,47,x
373,4,0,669,810,141,x
122,2,3,673,767,94,x
587,12,6,674,768,94,x
498,4,2,675,816,141,x
677,0,3,677,724,47,x
508,5,3,678,866,188,x
563,14,5,679,773,94,x
506,11,6,680,1056,376,x
196,12,2,681,869,188,x
681,8,6,682,729,47,x
608,14,7,684,1013,329,x
489,9,0,688,735,47,x
585,2,1,689,736,47,x
496,6,3,690,878,188,x
463,7,3,693,787,94,x
694,9,1,694,741,47,x
479,6,0,695,836,141,x
356,11,2,696,743,47,x
696,0,7,697,744,47,x
698,1,1,698,886,188,x
394,6,2,700,794,94,x
413,5,4,701,936,235,x
503,10,4,702,796,94,x
509,12,4,703,891,188,x
685,15,7,704,751,47,x
703,1,0,705,987,282,x
604,8,2,706,847,141,x
494,3,3,707,754,47,x
589,0,4,708,896,188,x
482,6,5,709,944,235,x
551,1,2,710,757,47,x
365,8,3,711,805,94,x
708,0,2,713,760,47,x
712,6,7,714,949,235,x
669,11,7,715,950,235,x
492,13,2,716,951,235,x
654,1,3,717,811,94,x
447,9,6,719,1095,376,x
693,11,4,720,767,47,x
211,13,1,721,862,141,x
624,1,6,722,769,47,x
690,0,3,724,1006,282,x
706,15,4,725,1007,282,x
726,5,5,726,820,94,x
573,12,5,727,1009,282,x
535,7,0,728,916,188,x
729,11,5,729,823,94,x
565,13,3,730,824,94,x
647,15,3,731,966,235,x
124,13,6,735,829,94,x
311,3,0,736,971,235,x
548,9,0,737,925,188,x
635,2,1,738,832,94,x
542,3,5,741,835,94,x
740,9,5,742,789,47,x
567,12,0,743,790,47,x
403,11,2,744,932,188,x
591,0,1,745,839,94,x
504,14,4,747,1029,282,x
337,3,7,748,795,47,x
514,7,5,749,796,47,x
544,15,5,750,1126,376,x
750,8,0,751,798,47,x
260,2,5,752,799,47,x
559,9,7,753,988,235,x
753,1,5,754,1083,329,x
699,15,7,755,896,141,x
423,0,6,758,805,47,x
572,1,2,759,853,94,x
759,5,2,760,901,141,x
417,9,3,761,855,94,x
762,0,2,763,810,47,x
142,1,4,764,811,47,x
441,7,6,767,1143,376,x
672,12,6,768,1003,235,x
224,2,3,769,957,188,x
774,10,6,774,1103,329,x
387,2,2,775,1104,329,x
163,3,4,776,823,47,x
250,7,1,777,1153,376,x
488,13,0,778,1154,376,x
781,2,4,781,828,47,x
213,5,7,782,829,47,x
289,11,1,785,1067,282,x
594,15,1,786,4076,3290,x
355,9,2,787,881,94,x
605,12,0,790,931,141,x
790,15,2,791,979,188,x
421,11,3,792,980,188,x
794,2,7,794,935,141,x
477,3,7,795,889,94,x
426,6,2,796,937,141,x
555,10,4,797,891,94,x
401,4,5,798,845,47,x
519,7,5,799,4089,3290,x
568,3,6,800,847,47,x
688,2,5,801,942,141,x
397,12,3,802,4092,3290,x
795,3,3,805,1134,329,x
388,8,3,806,853,47,x
807,10,1,807,1183,376,x
808,4,3,808,996,188,x
588,12,7,809,856,47,x
579,13,7,810,904,94,x
415,3,1,811,858,47,x
809,9,1,812,859,47,x
613,14,2,813,1001,188,x
367,1,4,814,1190,376,x
484,13,5,815,1050,235,x
557,4,0,816,1098,282,x
816,1,6,819,866,47,x
820,11,4,820,867,47,x
512,4,2,821,1103,282,x
526,3,4,823,870,47,x
824,14,5,824,871,47,x
601,13,3,825,1013,188,x
775,11,5,826,1014,188,x
332,4,6,827,874,47,x
827,5,1,828,1157,329,x
343,13,6,830,877,47,x
432,12,1,831,1019,188,x
789,2,1,832,1208,376,x
711,15,6,833,1162,329,x
330,5,7,834,928,94,x
773,10,3,835,1023,188,x
315,14,6,836,1071,235,x
837,2,0,837,1025,188,x
619,6,0,838,885,47,x
843,2,4,843,890,47,x
501,8,4,845,986,141,x
510,4,5,846,1128,282,x
846,9,5,847,1035,188,x
664,3,6,848,1036,188,x
642,8,2,850,1132,282,x
577,1,2,853,994,141,x
418,8,3,855,949,94,x
593,9,3,856,1138,282,x
597,12,7,857,951,94,x
534,3,1,858,1046,188,x
852,8,6,860,1001,141,x
304,13,1,862,909,47,x
516,5,3,866,1101,235,x
717,2,6,867,1196,329,x
628,1,7,868,1009,141,x
199,12,2,869,1104,235,x
783,3,4,870,917,47,x
310,4,4,871,918,47,x
875,15,0,875,969,94,x
434,4,6,876,1252,376,x
390,13,6,877,1018,141,x
537,6,3,878,1160,282,x
877,7,3,879,1067,188,x
757,9,2,881,1022,141,x
725,6,0,885,1073,188,x
882,10,4,891,1126,235,x
606,12,4,892,1127,235,x
764,15,7,896,990,94,x
539,14,0,897,944,47,x
899,3,5,899,1040,141,x
777,13,7,904,951,47,x
907,1,3,907,1189,282,x
318,5,6,908,955,47,x
324,13,1,909,1144,235,x
911,3,7,911,958,47,x
686,7,0,916,963,47,x
896,3,4,917,1105,188,x
641,4,4,918,4208,3290,x
306,6,1,919,4209,3290,x
562,8,5,920,1061,141,x
627,10,5,921,1109,188,x
584,9,0,925,1019,94,x
925,13,4,926,973,47,x
339,5,7,928,975,47,x
662,14,3,930,1024,94,x
742,12,0,931,1119,188,x
448,11,2,932,979,47,x
892,2,7,935,1311,376,x
788,5,4,936,1171,235,x
271,7,4,937,984,47,x
500,10,0,938,1126,188,x
531,6,2,939,1033,94,x
689,2,5,942,1318,376,x
939,7,7,943,990,47,x
714,14,0,944,1226,282,x
942,1,1,945,1133,188,x
945,8,1,946,4236,3290,x
590,6,5,947,1088,141,x
632,5,0,948,1136,188,x
949,2,4,949,1043,94,x
944,14,5,950,997,47,x
951,11,7,951,1280,329,x
617,12,7,952,1234,282,x
887,13,7,953,1094,141,x
455,8,3,954,1142,188,x
695,5,6,955,1096,141,x
800,6,7,956,1050,94,x
955,9,1,957,1051,94,x
495,13,2,958,1334,376,x
342,2,3,959,1288,329,x
961,5,5,961,1008,47,x
374,10,7,963,1198,235,x
776,7,0,964,1011,47,x
739,15,3,966,1201,235,x
970,4,1,970,1017,47,x
347,3,0,971,1065,94,x
957,13,4,973,1302,329,x
345,5,7,975,1210,235,x
541,11,2,979,1308,329,x
798,15,2,980,1262,282,x
444,11,3,984,1031,47,x
362,7,4,985,1173,188,x
735,8,4,986,1033,47,x
806,1,0,987,1128,141,x
655,9,7,988,1035,47,x
930,15,7,990,4280,3290,x
991,3,7,991,4281,3290,x
962,7,7,992,1039,47,x
580,1,2,994,1276,282,x
687,10,2,995,1042,47,x
858,4,3,996,1372,376,x
549,8,7,997,1091,94,x
707,14,2,1001,1236,235,x
1005,3,2,1005,1287,282,x
529,6,4,1007,1054,47,x
755,15,4,1008,1102,94,x
766,12,5,1009,1197,188,x
630,1,7,1010,1104,94,x
791,7,0,1011,1058,47,x
626,13,3,1013,1201,188,x
652,14,7,1014,1249,235,x
1014,15,0,1015,1062,47,x
407,13,6,1018,1065,47,x
676,9,0,1019,1207,188,x
576,12,1,1020,1208,188,x
793,10,3,1023,1258,235,x
923,14,3,1024,1118,94,x
898,2,0,1025,1354,329,x
1019,9,2,1026,1167,141,x
513,14,4,1029,1076,47,x
631,11,3,1031,1078,47,x
880,8,4,1033,1080,47,x
1027,14,5,1034,1175,141,x
724,9,7,1035,1223,188,x
1035,5,5,1036,1083,47,x
674,3,6,1037,1178,141,x
884,9,5,1040,1275,235,x
1015,3,5,1042,1277,235,x
967,2,4,1043,1419,376,x
582,3,1,1047,1188,141,x
1048,11,4,1048,1095,47,x
511,13,5,1050,1097,47,x
804,6,7,1051,1192,141,x
964,9,1,1052,1334,282,x
1051,5,2,1053,1288,235,x
566,6,4,1056,4346,3290,x
552,11,6,1057,1245,188,x
950,7,0,1058,1152,94,x
805,8,5,1061,1108,47,x
419,13,6,1065,1441,376,x
639,3,0,1066,1301,235,x
1062,8,0,1067,1208,141,x
578,11,1,1068,1162,94,x
914,7,3,1069,1116,47,x
360,14,6,1071,1400,329,x
730,6,0,1073,1214,141,x
571,14,4,1076,1123,47,x
784,11,3,1078,1125,47,x
1003,8,4,1080,1268,188,x
861,1,5,1083,1224,141,x
683,6,5,1088,1276,188,x
727,8,7,1091,1138,47,x
983,13,7,1094,1282,188,x
1050,11,4,1095,1142,47,x
751,5,6,1096,1284,188,x
478,9,6,1097,1285,188,x
691,4,0,1098,1333,235,x
636,13,5,1099,1240,141,x
1065,5,3,1101,1289,188,x
825,15,4,1102,1384,282,x
1037,10,6,1103,1338,235,x
716,1,7,1104,1245,141,x
408,2,2,1105,1340,235,x
517,4,2,1106,1388,282,x
212,12,2,1107,1342,235,x
737,10,5,1109,1203,94,x
954,7,3,1116,1257,141,x
885,12,0,1119,1166,47,x
661,14,4,1123,1311,188,x
1006,11,3,1125,1313,188,x
651,15,5,1126,1314,188,x
870,10,0,1127,1221,94,x
615,12,4,1128,1222,94,x
560,4,5,1129,1458,329,x
826,1,0,1130,1177,47,x
663,8,2,1132,1179,47,x
832,3,3,1134,1369,235,x
657,5,0,1136,1230,94,x
779,9,3,1138,1420,282,x
838,8,7,1139,1327,188,x
1142,4,1,1142,1330,188,x
1084,11,4,1143,1425,282,x
521,7,6,1144,1191,47,x
490,13,1,1145,1333,188,x
518,8,3,1146,1240,94,x
1146,3,4,1147,1429,282,x
1008,7,0,1152,1387,235,x
561,13,0,1154,1436,282,x
325,7,1,1157,4447,3290,x
1158,11,5,1158,1252,94,x
1159,15,0,1159,1300,141,x
760,6,3,1160,1207,47,x
670,11,1,1163,1445,282,x
857,15,6,1164,1258,94,x
890,12,0,1166,1448,282,x
1166,6,2,1167,1261,94,x
1024,9,2,1168,1215,47,x
834,5,4,1171,1406,235,x
412,7,4,1173,1267,94,x
1063,14,5,1175,1410,235,x
976,1,0,1177,1553,376,x
745,3,6,1178,1319,141,x
768,8,2,1179,1320,141,x
855,10,1,1183,1371,188,x
611,3,1,1188,1235,47,x
592,1,4,1190,1331,141,x
538,7,6,1191,1426,235,x
1192,8,6,1192,1239,47,x
1116,6,7,1193,1569,376,x
1196,10,4,1196,1243,47,x
831,12,5,1197,1526,329,x
982,2,6,1198,1527,329,x
1197,4,7,1199,1246,47,x
1200,1,1,1200,1576,376,x
721,13,3,1201,1248,47,x
1026,15,3,1202,1390,188,x
801,10,5,1203,1485,282,x
746,9,0,1207,1254,47,x
822,2,1,1208,1302,94,x
767,12,1,1209,1538,329,x
839,6,3,1210,1304,94,x
438,5,7,1211,1258,47,x
658,10,7,1212,1494,282,x
850,6,0,1215,1450,235,x
1046,9,2,1216,1357,141,x
835,12,4,1222,1316,94,x
744,9,7,1223,1270,47,x
920,1,5,1224,1318,94,x
903,14,0,1226,1367,141,x
1228,10,2,1228,1275,47,x
678,5,0,1230,1512,282,x
718,12,7,1234,1516,282,x
671,3,1,1235,1470,235,x
894,14,2,1236,1377,141,x
1230,8,6,1239,1521,282,x
778,13,5,1240,1428,188,x
1243,1,6,1243,1431,188,x
668,8,3,1244,1620,376,x
625,11,6,1245,1480,235,x
842,1,7,1248,1483,235,x
692,14,7,1249,1437,188,x
847,13,3,1250,1297,47,x
1205,11,5,1252,1393,141,x
799,4,6,1253,1394,141,x
878,9,0,1254,1395,141,x
1081,7,3,1257,1539,282,x
874,10,3,1258,1634,376,x
1257,14,3,1259,1447,188,x
859,15,6,1260,1307,47,x
440,5,7,1261,1637,376,x
1188,6,2,1262,1591,329,x
819,15,2,1265,1359,94,x
1266,5,1,1266,1360,94,x
431,7,4,1267,1408,141,x
1236,8,4,1268,1315,47,x
924,9,7,1270,1458,188,x
900,9,5,1275,1322,47,x
734,1,2,1276,1417,141,x
1096,3,5,1277,1418,141,x
719,6,5,1278,1372,94,x
966,11,7,1280,4570,3290,x
1011,13,7,1282,1470,188,x
968,5,6,1284,1331,47,x
564,9,6,1285,1332,47,x
1047,3,2,1287,1522,235,x
507,2,3,1288,1335,47,x
1098,5,3,1289,1430,141,x
1289,8,0,1290,4580,3290,x
1264,5,2,1294,1529,235,x
1296,7,7,1296,1484,188,x
860,13,3,1297,1344,47,x
1285,5,5,1299,1628,329,x
682,3,0,1301,1442,141,x
865,2,1,1302,1349,47,x
1155,13,4,1303,1397,94,x
1298,6,3,1304,1492,188,x
915,15,6,1307,1448,141,x
917,11,2,1308,1543,235,x
891,14,4,1311,1546,235,x
912,2,7,1312,1406,94,x
1171,11,3,1313,1501,188,x
665,15,5,1314,1502,188,x
1314,12,6,1315,1409,94,x
1288,8,4,1316,1645,329,x
1057,1,5,1318,1412,94,x
1041,2,5,1319,1507,188,x
1085,3,6,1320,1367,47,x
888,8,2,1321,1509,188,x
862,12,4,1322,1416,94,x
922,9,5,1323,1605,282,x
1034,8,7,1327,1374,47,x
1327,1,3,1328,1516,188,x
1241,4,1,1330,1518,188,x
1206,5,6,1331,1660,329,x
705,9,6,1332,1661,329,x
1040,13,1,1333,1521,188,x
733,1,4,1334,1381,47,x
938,4,0,1335,1523,188,x
558,2,3,1336,1383,47,x
971,9,1,1337,1431,94,x
505,13,2,1338,1714,376,x
1128,10,6,1339,1527,188,x
457,2,2,1341,1435,94,x
283,12,2,1342,1436,94,x
908,13,3,1344,1391,47,x
893,2,1,1349,1396,47,x
1351,10,0,1351,1539,188,x
1145,2,0,1354,1495,141,x
1353,10,4,1356,1403,47,x
1183,9,2,1357,1686,329,x
863,15,2,1359,1453,94,x
1291,5,1,1360,1501,141,x
1286,3,6,1367,1555,188,x
1072,14,0,1368,1462,94,x
927,10,1,1371,1418,47,x
1177,3,3,1372,1513,141,x
1053,4,3,1373,1420,47,x
811,6,5,1374,1515,141,x
1235,8,7,1375,1563,188,x
1023,14,2,1377,1471,94,x
1372,4,7,1378,1519,141,x
743,1,4,1381,1428,47,x
679,2,3,1383,1618,235,x
940,15,4,1384,1713,329,x
1153,7,0,1387,1669,282,x
1074,4,2,1388,1529,141,x
1076,15,3,1390,1484,94,x
1170,13,3,1391,1579,188,x
1210,11,5,1393,1675,282,x
975,4,6,1394,1582,188,x
932,9,0,1395,1489,94,x
1078,2,1,1396,1490,94,x
1178,13,4,1397,1538,141,x
405,14,6,1400,1635,235,x
1364,10,4,1403,1544,141,x
916,2,7,1406,1453,47,x
963,5,4,1407,1501,94,x
581,7,4,1408,1596,188,x
1333,12,6,1409,1644,235,x
1189,14,5,1410,1645,235,x
1119,1,5,1412,1694,282,x
1058,12,4,1416,1463,47,x
813,1,2,1417,1746,329,x
1222,3,5,1418,1465,47,x
947,10,1,1419,1513,94,x
919,9,3,1420,1608,188,x
1043,2,4,1421,1656,235,x
1143,11,4,1425,1613,188,x
780,7,6,1426,1567,141,x
815,1,4,1428,1616,188,x
1149,3,4,1429,1617,188,x
1386,13,5,1430,1665,235,x
980,9,1,1431,1572,141,x
1144,5,3,1432,1714,282,x
1252,1,6,1433,1574,141,x
660,2,2,1435,1529,94,x
828,12,2,1436,1624,188,x
841,14,7,1437,1625,188,x
607,13,0,1438,1579,141,x
763,3,0,1442,1583,141,x
497,13,6,1443,1772,329,x
771,11,1,1445,1680,235,x
1147,15,6,1448,1495,47,x
1107,12,0,1449,1778,329,x
856,6,0,1450,1544,94,x
1007,15,2,1453,1500,47,x
1127,2,7,1454,1501,47,x
978,9,7,1458,1740,282,x
595,4,5,1459,1835,376,x
1274,14,0,1462,1509,47,x
1092,12,4,1463,1651,188,x
1234,13,7,1470,1799,329,x
782,3,1,1471,1753,282,x
1095,14,2,1472,1566,94,x
1472,8,5,1473,1661,188,x
701,11,6,1480,1715,235,x
902,1,7,1483,1624,141,x
1460,7,7,1484,1531,47,x
986,10,5,1485,1532,47,x
1017,9,0,1489,1630,141,x
1129,2,1,1490,1678,188,x
1489,3,5,1491,1585,94,x
1493,6,3,1493,1540,47,x
1494,15,3,1494,1588,94,x
765,10,7,1495,1542,47,x
1325,15,6,1499,1828,329,x
1413,5,1,1501,1595,94,x
1381,11,3,1502,1643,141,x
1269,15,5,1504,1551,47,x
1028,5,4,1506,1741,235,x
1287,2,5,1507,1836,329,x
